"ID","CountryCode","Year","GenderCode","TobaccoPrevalence","LifeExpectancy","Mortality","LowestPricEstTobacco","PremiumPricEstTobacco","MediumPriceEstTobacco","TotalTax","cost_mean","MediumPriceEstTobacco_who","AveragePrev","TobaccoPrevalence_who"
"BEN2017F","BEN",2017,"FMLE",NA,NA,21.35,NA,NA,NA,NA,NA,NA,NA,NA
"BEN2017M","BEN",2017,"MLE",NA,NA,25.25,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2001B","BFA",2001,"BTSX",NA,NA,25.63,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2001F","BFA",2001,"FMLE",NA,NA,24.22,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2001M","BFA",2001,"MLE",NA,NA,27.72,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2002B","BFA",2002,"BTSX",NA,NA,25.63,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2002F","BFA",2002,"FMLE",NA,NA,24.16,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2002M","BFA",2002,"MLE",NA,NA,27.8,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2003B","BFA",2003,"BTSX",NA,NA,25.42,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2003F","BFA",2003,"FMLE",NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2003M","BFA",2003,"MLE",NA,NA,27.53,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2004B","BFA",2004,"BTSX",NA,NA,25.39,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2004F","BFA",2004,"FMLE",NA,NA,24.01,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2004M","BFA",2004,"MLE",NA,NA,27.45,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2006B","BFA",2006,"BTSX",NA,NA,25.3,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2006F","BFA",2006,"FMLE",NA,NA,23.85,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2006M","BFA",2006,"MLE",NA,NA,27.44,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2007B","BFA",2007,"BTSX",NA,NA,25.26,NA,NA,NA,NA,NA,NA,NA,NA
"BFA2007F","BFA",2007,"FMLE",NA,NA,23.69,NA,NA,NA,NA,NA,NA,NA,NA
